ax,ay,az,wx,wy,wz,AngleX,AngleY,AngleZ,label
-0.066,-0.417,-1.25,-78.186,-72.998,101.379,-179.489,-3.615,-71.439,running
-0.066,-0.432,-1.037,-39.185,-107.3,72.571,-179.989,-2.659,-72.312,running
0.099,-0.432,-1.037,-39.185,-107.3,72.571,179.692,-1.544,-73.048,running
0.099,-0.291,-0.9,-0.183,-128.479,44.678,179.566,-0.335,-73.647,running
0.267,-0.291,-0.9,-0.183,-128.479,44.678,179.621,0.961,-74.103,running
0.267,-0.085,-0.942,34.729,-123.169,25.818,179.852,2.225,-74.46,running
0.335,-0.085,-0.942,34.729,-123.169,25.818,-179.753,3.444,-74.713,running
0.335,0.089,-0.895,56.274,-83.862,12.878,-179.258,4.455,-74.894,running
0.297,0.089,-0.895,56.274,-83.862,12.878,-178.66,5.257,-74.998,running
0.297,0.182,-0.751,63.66,-32.715,0.244,-178.033,5.784,-75.042,running
0.297,0.182,-0.751,63.66,-32.715,0.244,-177.38,6.048,-75.02,running
0.282,0.182,-0.751,63.66,-32.715,0.244,-176.737,6.301,-74.998,running
0.282,0.205,-0.839,56.885,27.71,-21.423,-176.155,5.933,-74.795,running
0.124,0.205,-0.839,56.885,27.71,-21.423,-175.583,5.554,-74.597,running
0.124,0.068,-0.955,46.326,93.079,-40.466,-175.117,4.515,-74.268,running
-0.109,0.068,-0.955,46.326,93.079,-40.466,-174.661,3.477,-73.943,running
-0.109,-0.027,-0.917,8.667,110.901,-56.152,-174.584,2.263,-73.482,running
-0.181,-0.027,-0.917,8.667,110.901,-56.152,-174.518,1.06,-73.021,running
-0.181,-0.021,-0.842,-42.297,118.286,-84.473,-174.963,-0.22,-72.285,running
-0.147,-0.021,-0.842,-42.297,118.286,-84.473,-175.424,-1.478,-71.532,running
-0.147,-0.067,-0.852,-84.9,112.976,-101.501,-176.325,-2.675,-70.587,running
-0.077,-0.067,-0.852,-84.9,112.976,-101.501,-177.242,-3.84,-69.626,running
-0.077,-0.127,-0.929,-98.022,109.985,-92.041,-178.292,-4.949,-68.736,running
-0.089,-0.127,-0.929,-98.022,109.985,-92.041,-179.352,-6.031,-67.824,running
-0.089,-0.158,-1.051,-80.261,93.201,-64.392,179.786,-6.921,-67.176,running
-0.129,-0.158,-1.051,-80.261,93.201,-64.392,178.923,-7.789,-66.506,running
-0.129,-0.195,-1.2,-31.25,66.589,-38.086,178.588,-8.388,-66.099,running
-0.227,-0.195,-1.2,-31.25,66.589,-38.086,178.253,-8.976,-65.693,running
-0.227,-0.234,-1.32,10.01,17.273,-27.283,178.352,-9.064,-65.407,running
-0.594,-0.234,-1.32,10.01,17.273,-27.283,178.451,-9.152,-65.127,running
